Extraction Date:,5/30/2018,,,,,,,,,,,,,,,,,,,,,,
Updated:,,,,,,,,,,,,,,,,,,,,,,,
Revised:,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
School Year,State,Exit Code,Disability,Age 14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20,Age 21,Age 14 to 21 total,Hispanic/Latino,American Indian or Alaska Native,Asian,Black or African American,Native Hawaiian or Other Pacific Islander,White,Two or more races,Male,Female,Limited English proficiency,Non-limited English proficiency
2016-2017,Bureau of Indian Education,Total exiting special education,Traumatic brain injury,0,0,0,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Bureau of Indian Education,Transferred to regular education,Traumatic brain injury,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Bureau of Indian Education,Died,Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Bureau of Indian Education,Dropped out,Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Bureau of Indian Education,Graduated with a regular high school diploma and received a certificate,Visual impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Bureau of Indian Education,Graduated with regular high school diploma,Visual impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Bureau of Indian Education,"Moved, known to be continuing",Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Bureau of Indian Education,Reached maximum age,Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Bureau of Indian Education,Received a certificate,Visual impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Bureau of Indian Education,Total exiting school,Visual impairment,0,0,0,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Bureau of Indian Education,Total exiting special education,Visual impairment,0,0,0,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Bureau of Indian Education,Transferred to regular education,Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Died,All Disabilities,15,14,27,40,22,20,13,5,156,72,3,12,29,0,35,5,105,51,38,118
2016-2017,California,Dropped out,All Disabilities,269,350,485,917,1931,885,358,199,5394,3011,67,110,879,26,1159,142,3696,1698,1508,3886
2016-2017,California,Graduated with a regular high school diploma and received a certificate,All Disabilities,0,7,165,17574,11567,1903,575,888,32679,18136,286,1438,3304,136,8549,830,21260,11419,7440,25239
2016-2017,California,Graduated with regular high school diploma,All Disabilities,0,7,157,16689,10912,1613,380,181,29939,16556,264,1251,2979,128,7969,792,19502,10437,6483,23456
2016-2017,California,"Moved, known to be continuing",All Disabilities,4634,4570,4860,4240,2873,1040,488,266,22971,11160,307,586,4140,142,5857,779,15352,7619,4774,18197
2016-2017,California,Reached maximum age,All Disabilities,-,-,-,-,-,-,-,1381,1381,715,5,142,117,12,348,42,880,501,357,1024
2016-2017,California,Received a certificate,All Disabilities,0,0,8,885,655,290,195,707,2740,1580,22,187,325,8,580,38,1758,982,957,1783
2016-2017,California,Total exiting school,All Disabilities,284,371,677,18531,13520,2808,946,2473,39610,21934,361,1702,4329,174,10091,1019,25941,13669,9343,30267
2016-2017,California,Total exiting special education,All Disabilities,6609,6373,6978,24137,16729,3888,1446,2744,68904,36194,717,2670,9147,345,17872,1959,45633,23271,15304,53600
2016-2017,California,Transferred to regular education,All Disabilities,1691,1432,1441,1366,336,40,12,5,6323,3100,49,382,678,29,1924,161,4340,1983,1187,5136
2016-2017,California,Died,Autism,0,2,0,1,1,1,0,0,5,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Dropped out,Autism,13,17,18,14,68,34,34,30,228,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with a regular high school diploma and received a certificate,Autism,0,0,14,1622,824,137,65,205,2867,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with regular high school diploma,Autism,0,0,14,1429,714,87,19,27,2290,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,"Moved, known to be continuing",Autism,352,273,209,175,141,62,49,42,1303,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Reached maximum age,Autism,-,-,-,-,-,-,-,334,334,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Received a certificate,Autism,0,0,0,193,110,50,46,178,577,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting school,Autism,13,19,32,1637,893,172,99,569,3434,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting special education,Autism,455,381,315,1866,1043,236,149,612,5057,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Transferred to regular education,Autism,90,89,74,54,9,2,1,1,320,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Died,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Dropped out,Deaf-blindness,0,0,0,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with a regular high school diploma and received a certificate,Deaf-blindness,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with regular high school diploma,Deaf-blindness,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,"Moved, known to be continuing",Deaf-blindness,0,0,1,0,0,0,1,0,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Reached maximum age,Deaf-blindness,-,-,-,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Received a certificate,Deaf-blindness,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting school,Deaf-blindness,0,0,0,1,1,0,0,4,6,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting special education,Deaf-blindness,0,0,1,1,1,0,1,4,8,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Transferred to regular education,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Died,Emotional disturbance,1,0,0,4,0,4,0,0,9,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Dropped out,Emotional disturbance,28,57,81,153,286,87,43,20,755,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with a regular high school diploma and received a certificate,Emotional disturbance,0,2,22,1030,677,178,50,29,1988,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with regular high school diploma,Emotional disturbance,0,2,20,1007,645,167,47,17,1905,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,"Moved, known to be continuing",Emotional disturbance,511,618,731,661,375,107,49,23,3075,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Reached maximum age,Emotional disturbance,-,-,-,-,-,-,-,20,20,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Received a certificate,Emotional disturbance,0,0,2,23,32,11,3,12,83,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting school,Emotional disturbance,29,59,103,1187,963,269,93,69,2772,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting special education,Emotional disturbance,619,801,984,2024,1375,379,143,94,6419,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Transferred to regular education,Emotional disturbance,79,124,150,176,37,3,1,2,572,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Died,Hearing impairment,0,0,1,0,2,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Dropped out,Hearing impairment,4,1,4,8,20,6,3,2,48,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with a regular high school diploma and received a certificate,Hearing impairment,0,0,4,320,191,41,14,17,587,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with regular high school diploma,Hearing impairment,0,0,4,307,184,32,9,5,541,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,"Moved, known to be continuing",Hearing impairment,53,49,47,44,26,7,5,0,231,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Reached maximum age,Hearing impairment,-,-,-,-,-,-,-,11,11,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Received a certificate,Hearing impairment,0,0,0,13,7,9,5,12,46,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting school,Hearing impairment,4,1,9,328,213,47,17,30,649,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting special education,Hearing impairment,88,71,75,392,240,54,22,31,973,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Transferred to regular education,Hearing impairment,31,21,19,20,1,0,0,1,93,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Died,Intellectual disability,4,1,4,4,4,4,4,2,27,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Dropped out,Intellectual disability,8,3,6,17,95,76,58,36,299,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with a regular high school diploma and received a certificate,Intellectual disability,0,0,8,384,288,129,102,359,1270,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with regular high school diploma,Intellectual disability,0,0,3,108,101,28,7,23,270,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,"Moved, known to be continuing",Intellectual disability,210,170,159,157,187,124,113,61,1181,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Reached maximum age,Intellectual disability,-,-,-,-,-,-,-,645,645,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Received a certificate,Intellectual disability,0,0,5,276,187,101,95,336,1000,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting school,Intellectual disability,12,4,18,405,387,209,164,1042,2241,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting special education,Intellectual disability,228,181,182,575,579,334,278,1103,3460,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Transferred to regular education,Intellectual disability,6,7,5,13,5,1,1,0,38,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Died,Multiple disabilities,6,2,4,6,4,5,4,2,33,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Dropped out,Multiple disabilities,0,0,1,0,7,7,2,1,18,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with a regular high school diploma and received a certificate,Multiple disabilities,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with regular high school diploma,Multiple disabilities,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,"Moved, known to be continuing",Multiple disabilities,17,20,22,12,22,14,10,9,126,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Reached maximum age,Multiple disabilities,-,-,-,-,-,-,-,95,95,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Received a certificate,Multiple disabilities,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting school,Multiple disabilities,6,2,5,21,20,17,11,135,217,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting special education,Multiple disabilities,24,23,31,34,43,32,21,144,352,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Transferred to regular education,Multiple disabilities,1,1,4,1,1,1,0,0,9,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Died,Orthopedic impairment,3,1,4,5,2,4,2,0,21,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Dropped out,Orthopedic impairment,1,1,3,0,12,10,5,5,37,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with a regular high school diploma and received a certificate,Orthopedic impairment,0,1,0,205,135,46,32,78,497,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with regular high school diploma,Orthopedic impairment,0,1,0,142,110,22,9,5,289,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,"Moved, known to be continuing",Orthopedic impairment,31,20,35,26,22,11,16,10,171,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Reached maximum age,Orthopedic impairment,-,-,-,-,-,-,-,105,105,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Received a certificate,Orthopedic impairment,0,0,0,63,25,24,23,73,208,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting school,Orthopedic impairment,4,3,7,210,149,60,39,188,660,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting special education,Orthopedic impairment,45,33,47,239,173,71,55,198,861,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Transferred to regular education,Orthopedic impairment,10,10,5,3,2,0,0,0,30,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Died,Other health impairment,1,4,4,2,4,0,1,0,16,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Dropped out,Other health impairment,62,58,84,144,248,117,46,16,775,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with a regular high school diploma and received a certificate,Other health impairment,0,0,31,2861,1553,266,60,36,4807,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with regular high school diploma,Other health impairment,0,0,30,2795,1492,241,54,12,4624,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,"Moved, known to be continuing",Other health impairment,833,869,945,744,450,128,38,21,4028,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Reached maximum age,Other health impairment,-,-,-,-,-,-,-,46,46,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Received a certificate,Other health impairment,0,0,1,66,61,25,6,24,183,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting school,Other health impairment,63,62,119,3007,1805,383,107,98,5644,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting special education,Other health impairment,1109,1137,1300,3975,2299,521,148,119,10608,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Transferred to regular education,Other health impairment,213,206,236,224,44,10,3,0,936,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Died,Specific learning disability,0,3,7,17,4,2,1,0,34,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Dropped out,Specific learning disability,146,206,282,571,1146,525,166,84,3126,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with a regular high school diploma and received a certificate,Specific learning disability,0,4,83,10490,7536,1035,237,106,19491,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with regular high school diploma,Specific learning disability,0,4,83,10266,7326,980,227,88,18974,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,"Moved, known to be continuing",Specific learning disability,2432,2421,2615,2336,1596,568,192,92,12252,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Reached maximum age,Specific learning disability,-,-,-,-,-,-,-,83,83,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Received a certificate,Specific learning disability,0,0,0,224,210,55,10,18,517,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting school,Specific learning disability,146,213,372,11078,8686,1562,404,273,22734,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting special education,Specific learning disability,3356,3371,3785,14171,10485,2150,601,366,38285,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Transferred to regular education,Specific learning disability,778,737,798,757,203,20,5,1,3299,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Died,Speech or language impairment,0,0,1,1,1,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Dropped out,Speech or language impairment,6,7,4,5,35,17,1,4,79,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with a regular high school diploma and received a certificate,Speech or language impairment,0,0,3,483,261,40,6,0,793,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with regular high school diploma,Speech or language impairment,0,0,3,475,257,35,6,0,776,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,"Moved, known to be continuing",Speech or language impairment,162,106,68,64,37,15,5,1,458,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Reached maximum age,Speech or language impairment,-,-,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Received a certificate,Speech or language impairment,0,0,0,8,4,5,0,0,17,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting school,Speech or language impairment,6,7,8,489,297,57,7,8,879,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting special education,Speech or language impairment,646,347,216,664,365,74,13,9,2334,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Transferred to regular education,Speech or language impairment,478,234,140,111,31,2,1,0,997,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Died,Traumatic brain injury,0,0,1,0,0,0,1,1,3,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Dropped out,Traumatic brain injury,1,0,1,2,8,3,0,0,15,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with a regular high school diploma and received a certificate,Traumatic brain injury,0,0,0,67,41,10,3,5,126,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with regular high school diploma,Traumatic brain injury,0,0,0,64,33,9,2,2,110,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,"Moved, known to be continuing",Traumatic brain injury,17,15,12,10,10,3,6,5,78,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Reached maximum age,Traumatic brain injury,-,-,-,-,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Received a certificate,Traumatic brain injury,0,0,0,3,8,1,1,3,16,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting school,Traumatic brain injury,1,0,2,69,49,13,4,24,162,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting special education,Traumatic brain injury,18,17,20,84,62,16,10,29,256,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Transferred to regular education,Traumatic brain injury,0,2,6,5,3,0,0,0,16,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Died,Visual impairment,0,1,1,0,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Dropped out,Visual impairment,0,0,1,3,5,3,0,1,13,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with a regular high school diploma and received a certificate,Visual impairment,0,0,0,96,52,16,1,15,180,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Graduated with regular high school diploma,Visual impairment,0,0,0,87,46,8,0,1,142,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,"Moved, known to be continuing",Visual impairment,16,9,16,11,7,1,4,2,66,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Reached maximum age,Visual impairment,-,-,-,-,-,-,-,17,17,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Received a certificate,Visual impairment,0,0,0,9,6,8,1,14,38,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting school,Visual impairment,0,1,2,99,57,19,1,33,212,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Total exiting special education,Visual impairment,21,11,22,112,64,21,5,35,291,-,-,-,-,-,-,-,-,-,-,-
2016-2017,California,Transferred to regular education,Visual impairment,5,1,4,2,0,1,0,0,13,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Died,All Disabilities,2,9,5,7,3,1,1,0,28,12,0,0,2,0,14,0,18,10,4,24
2016-2017,Colorado,Dropped out,All Disabilities,35,86,326,394,217,65,24,0,1147,527,16,7,88,1,474,34,838,309,149,998
2016-2017,Colorado,Graduated with a regular high school diploma and received a certificate,All Disabilities,0,1,39,1642,1406,359,377,92,3916,1322,42,83,298,8,2036,127,2469,1447,419,3497
2016-2017,Colorado,Graduated with regular high school diploma,All Disabilities,0,0,33,1622,1398,344,361,90,3848,1299,42,80,292,8,2003,124,2423,1425,410,3438
2016-2017,Colorado,"Moved, known to be continuing",All Disabilities,916,919,725,412,180,69,17,2,3240,1101,57,31,301,12,1591,147,2095,1145,254,2986
2016-2017,Colorado,Reached maximum age,All Disabilities,-,-,-,-,-,-,74,19,93,28,1,1,6,1,53,3,67,26,4,89
2016-2017,Colorado,Received a certificate,All Disabilities,0,1,6,20,8,15,16,2,68,23,0,3,6,0,33,3,46,22,9,59
2016-2017,Colorado,Total exiting school,All Disabilities,37,96,370,2043,1626,425,476,111,5184,1889,59,91,394,10,2577,164,3392,1792,576,4608
2016-2017,Colorado,Total exiting special education,All Disabilities,1289,1325,1396,2666,1903,514,497,113,9703,3354,130,140,760,26,4939,354,6350,3353,940,8763
2016-2017,Colorado,Transferred to regular education,All Disabilities,336,310,301,211,97,20,4,0,1279,364,14,18,65,4,771,43,863,416,110,1169
2016-2017,Colorado,Died,Autism,0,1,0,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Dropped out,Autism,1,0,5,7,1,1,0,0,15,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Graduated with a regular high school diploma and received a certificate,Autism,0,0,1,91,77,33,56,14,272,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Graduated with regular high school diploma,Autism,0,0,1,87,77,33,55,14,267,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,"Moved, known to be continuing",Autism,55,47,32,13,11,6,0,0,164,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Reached maximum age,Autism,-,-,-,-,-,-,7,8,15,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Received a certificate,Autism,0,0,0,4,0,0,1,0,5,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Total exiting school,Autism,1,1,6,98,78,34,63,22,303,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Total exiting special education,Autism,69,58,60,120,95,40,63,22,527,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Transferred to regular education,Autism,13,10,22,9,6,0,0,0,60,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Died,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Dropped out,Deaf-blindness,0,0,0,1,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Graduated with a regular high school diploma and received a certificate,Deaf-blindness,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Graduated with regular high school diploma,Deaf-blindness,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,"Moved, known to be continuing",Deaf-blindness,0,0,0,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Reached maximum age,Deaf-blindness,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Received a certificate,Deaf-blindness,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Total exiting school,Deaf-blindness,0,0,0,2,0,0,0,1,3,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Total exiting special education,Deaf-blindness,0,0,0,2,1,0,0,1,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Transferred to regular education,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Died,Emotional disturbance,0,2,0,0,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Dropped out,Emotional disturbance,8,25,97,83,32,12,5,0,262,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Graduated with a regular high school diploma and received a certificate,Emotional disturbance,0,1,12,141,88,31,23,1,297,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Graduated with regular high school diploma,Emotional disturbance,0,0,9,131,87,28,22,1,278,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,"Moved, known to be continuing",Emotional disturbance,151,163,155,88,30,9,0,0,596,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Colorado,Reached maximum age,Emotional disturbance,-,-,-,-,-,-,3,1,4,-,-,-,-,-,-,-,-,-,-,-
